,company,item,calories,total_fat_(g),saturated_fat_(g),cholesterol_(mg),sodium_(mg),carbs_(g),sugars_(g),protein_(g)
659,Wendy’s,Biggie Breakfast Sandwich,610.0,40.0,15.0,290.0,1400.0,37.0,7.0,27.0
660,Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,24.0,13.0,235.0,970.0,34.0,5.0,15.0
661,Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.0,41.0,19.0,270.0,1270.0,36.0,6.0,20.0
662,Wendy’s,Gravy and Sausage Bowl,450.0,22.0,6.0,220.0,1260.0,50.0,2.0,12.0
663,Wendy’s,Honey Butter Chicken Biscuit,500.0,26.0,12.0,50.0,1120.0,48.0,9.0,19.0
664,Wendy’s,Sausage and Egg Burrito,360.0,20.0,8.0,210.0,920.0,29.0,2.0,17.0
665,Wendy’s,Sausage and Gravy Biscuit,490.0,29.0,14.0,20.0,1400.0,49.0,6.0,8.0
666,Wendy’s,Sausage Biscuit,480.0,33.0,15.0,50.0,1010.0,35.0,5.0,12.0
667,Wendy’s,Sausage Breakfast Bowl,640.0,42.0,14.0,270.0,1540.0,46.0,3.0,21.0
668,Wendy’s,"Seasoned Home-Style Potatoes, Large",360.0,13.0,2.5,0.0,1080.0,57.0,1.0,5.0
669,Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.0,9.0,1.5,0.0,750.0,39.0,1.0,4.0
670,Wendy’s,"Seasoned Home-Style Potatoes, Small",230.0,8.0,1.5,0.0,680.0,35.0,0.0,3.0
671,Wendy’s,Two Sausage and Egg Burritos,720.0,41.0,16.0,420.0,1830.0,59.0,5.0,34.0
672,Wendy’s,Two Sausage Biscuits,960.0,65.0,31.0,95.0,2020.0,70.0,10.0,23.0
673,KFC,Limited Time Cinnabon Dessert  Biscuits,290.0,13.0,7.0,20.0,580.0,40.0,17.0,4.0
674,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,21.0,4.0,120.0,1190.0,11.0,0.0,39.0
675,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,8.0,1.5,55.0,430.0,4.0,0.0,12.0
676,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,19.0,4.5,100.0,910.0,8.0,0.0,19.0
677,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,8.0,2.0,55.0,380.0,3.0,0.0,10.0
678,KFC,Chicken Breast,770.0,60.0,10.0,105.0,1530.0,21.0,1.0,35.0
679,KFC,Chicken Drumstick,250.0,21.0,3.5,50.0,530.0,6.0,0.0,11.0
680,KFC,Chicken Thigh,500.0,40.0,7.0,100.0,970.0,11.0,1.0,22.0
681,KFC,Chicken Whole Wing,290.0,25.0,4.0,45.0,520.0,6.0,1.0,10.0
682,KFC,Breast,260.0,12.0,3.0,130.0,790.0,1.0,0.0,38.0
683,KFC,Drumstick,100.0,6.0,1.5,55.0,260.0,0.0,0.0,11.0
684,KFC,Thigh,180.0,12.0,3.5,90.0,470.0,0.0,0.0,17.0
685,KFC,Whole Wing,90.0,6.0,1.5,45.0,210.0,1.0,0.0,9.0
686,KFC,Breast,540.0,40.0,7.0,100.0,1390.0,14.0,1.0,31.0
687,KFC,Drumstick,190.0,14.0,2.5,40.0,510.0,6.0,0.0,9.0
688,KFC,Thigh,390.0,32.0,6.0,65.0,900.0,12.0,1.0,13.0
689,KFC,Whole Wing,180.0,15.0,2.5,35.0,450.0,5.0,0.0,8.0
690,KFC,EXTRA CRISPY  Chicken Breast,530.0,35.0,6.0,105.0,1150.0,18.0,0.0,35.0
691,KFC,EXTRA CRISPY  Chicken Drumstick,170.0,12.0,2.0,50.0,390.0,5.0,0.0,10.0
692,KFC,EXTRA CRISPY  Chicken Thigh,330.0,23.0,4.5,100.0,700.0,9.0,0.0,22.0
693,KFC,EXTRA CRISPY  Chicken Whole Wing,170.0,13.0,2.0,45.0,340.0,5.0,0.0,10.0
694,KFC,KENTUCKY GRILLED CHICKEN Breast,210.0,7.0,2.0,130.0,710.0,0.0,0.0,38.0
695,KFC,KENTUCKY GRILLED CHICKEN Drumstick,80.0,4.0,1.0,55.0,220.0,0.0,0.0,11.0
696,KFC,KENTUCKY GRILLED CHICKEN Thigh,150.0,9.0,3.0,90.0,420.0,0.0,0.0,17.0
697,KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70.0,3.0,1.0,45.0,180.0,0.0,0.0,9.0
698,KFC,SPICY CRISPY CHICKEN Breast,350.0,20.0,3.5,100.0,1100.0,11.0,0.0,30.0
699,KFC,SPICY CRISPY CHICKEN Drumstick,130.0,8.0,1.5,40.0,420.0,5.0,0.0,9.0
700,KFC,SPICY CRISPY CHICKEN Thigh,270.0,20.0,3.5,65.0,720.0,10.0,0.0,13.0
701,KFC,SPICY CRISPY CHICKEN Whole Wing,120.0,8.0,1.5,35.0,350.0,5.0,0.0,7.0
702,KFC,EXTRA CRISPY  Tender (each),260.0,14.0,2.0,50.0,610.0,15.0,0.0,19.0
703,KFC,EXTRA CRISPY  Tender (each),220.0,16.0,2.5,25.0,460.0,9.0,0.0,10.0
704,KFC,KENTUCKY FRIED WINGS Buffalo,100.0,7.0,1.5,20.0,310.0,3.0,0.0,5.0
705,KFC,KENTUCKY FRIED WINGS Honey BBQ,100.0,6.0,1.0,20.0,210.0,8.0,4.0,5.0
706,KFC,KENTUCKY FRIED WINGS Nashville Hot,130.0,11.0,2.0,20.0,230.0,4.0,0.0,5.0
707,KFC,KENTUCKY FRIED WINGS Unsauced,80.0,6.0,1.0,20.0,150.0,3.0,0.0,5.0
708,KFC,POPCORN NUGGETS Kids,290.0,19.0,2.5,30.0,870.0,19.0,0.0,13.0
709,KFC,POPCORN NUGGETS Large,620.0,39.0,5.0,65.0,1820.0,39.0,0.0,27.0
710,KFC,BBQ Baked Beans,190.0,1.0,0.0,0.0,650.0,34.0,15.0,11.0
711,KFC,Biscuit,180.0,8.0,4.5,0.0,520.0,22.0,1.0,4.0
712,KFC,Coleslaw,170.0,12.0,2.0,20.0,180.0,14.0,10.0,1.0
713,KFC,Corn on the Cob,70.0,0.5,0.0,0.0,0.0,17.0,3.0,2.0
714,KFC,Green Beans,25.0,0.0,0.0,0.0,300.0,5.0,1.0,1.0
715,KFC,KFC® Cornbread Muffin,210.0,9.0,1.5,35.0,240.0,28.0,11.0,3.0
716,KFC,Macaroni & Cheese,140.0,6.0,1.5,20.0,590.0,17.0,2.0,5.0
717,KFC,Macaroni Salad,140.0,8.0,1.0,15.0,290.0,14.0,9.0,1.0
718,KFC,Mashed Potatoes,110.0,3.5,0.5,0.0,330.0,17.0,0.0,2.0
719,KFC,Mashed Potatoes With Gravy,130.0,4.5,1.0,0.0,520.0,20.0,0.0,3.0
720,KFC,Potato Salad,340.0,28.0,4.5,25.0,290.0,19.0,3.0,2.0
721,KFC,Secret Recipe Fries,320.0,15.0,2.0,0.0,1100.0,41.0,0.0,5.0
722,KFC,Sweet Kernel Corn,70.0,0.5,0.0,0.0,0.0,16.0,2.0,2.0
723,KFC,BBQ Baked Beans (Family),830.0,5.0,1.0,0.0,2810.0,148.0,63.0,47.0
724,KFC,Coleslaw (Family),640.0,46.0,7.0,15.0,670.0,54.0,37.0,4.0
725,KFC,Corn on the Cob (Family),280.0,2.0,0.0,0.0,15.0,67.0,11.0,9.0
726,KFC,Green Beans (Family),80.0,0.0,0.0,0.0,930.0,15.0,3.0,4.0
727,KFC,Macaroni & Cheese (Family),540.0,23.0,6.0,10.0,2220.0,66.0,8.0,18.0
728,KFC,Macaroni Salad (Family),480.0,28.0,3.5,55.0,990.0,50.0,30.0,3.0
729,KFC,Mashed Potatoes (Family),460.0,15.0,3.0,0.0,1410.0,72.0,0.0,9.0
730,KFC,Mashed Potatoes With Gravy (Family),590.0,21.0,5.0,0.0,2590.0,88.0,1.0,12.0
731,KFC,Potato Salad (Family),1200.0,98.0,16.0,80.0,1010.0,65.0,12.0,8.0
732,KFC,Secret Recipe Fries (Family),840.0,40.0,5.0,0.0,2890.0,108.0,0.0,13.0
733,KFC,Sweet Kernel Corn (Family),280.0,2.5,0.0,0.0,10.0,67.0,8.0,10.0
734,KFC,Chicken Littles,300.0,15.0,2.5,30.0,620.0,27.0,3.0,14.0
735,KFC,Chicken Littles – Buffalo,310.0,17.0,2.5,30.0,790.0,27.0,3.0,14.0
736,KFC,Chicken Littles – Honey BBQ,320.0,15.0,2.5,30.0,680.0,31.0,7.0,14.0
737,KFC,Chicken Littles – Nashville Hot,340.0,19.0,3.0,30.0,680.0,27.0,3.0,14.0
738,KFC,Classic Chicken Sandwich,650.0,35.0,4.5,90.0,1260.0,49.0,6.0,34.0
739,KFC,Crispy Colonel’s Sandwich,470.0,24.0,3.5,60.0,1170.0,39.0,4.0,24.0
740,KFC,Crispy Colonel’s Sandwich – Buffalo,500.0,27.0,4.0,60.0,1500.0,39.0,4.0,24.0
741,KFC,Crispy Colonel’s Sandwich – Honey BBQ,510.0,25.0,3.5,60.0,1290.0,48.0,12.0,24.0
742,KFC,Crispy Colonel’s Sandwich – Nashville Hot,540.0,32.0,4.5,60.0,1290.0,40.0,5.0,24.0
743,KFC,Crispy Twister®,630.0,34.0,7.0,70.0,1260.0,53.0,3.0,28.0
744,KFC,Honey BBQ Sandwich,350.0,3.5,0.5,55.0,1350.0,55.0,22.0,24.0
745,KFC,Spicy Chicken Sandwich,620.0,33.0,4.0,85.0,2140.0,49.0,6.0,34.0
746,KFC,Chicken Pot Pie,720.0,41.0,25.0,80.0,1750.0,60.0,5.0,26.0
747,KFC,KFC® Famous Bowl,740.0,35.0,6.0,45.0,2350.0,81.0,2.0,26.0
748,KFC,KFC® Famous Bowl – Snack Size,270.0,14.0,3.5,20.0,850.0,27.0,1.0,11.0
749,KFC,Caesar Side Salad,40.0,2.0,1.0,5.0,90.0,2.0,1.0,3.0
750,KFC,House Side Salad,15.0,0.0,0.0,0.0,10.0,3.0,2.0,1.0
751,KFC,Heinz Buttermilk Dressing,160.0,17.0,2.0,10.0,220.0,1.0,1.0,0.0
752,KFC,Hidden Valley The Original Ranch Fat Free Dressing,35.0,0.0,0.0,0.0,410.0,8.0,2.0,1.0
753,KFC,KFC® Creamy Parmesan Caesar Dressing,260.0,26.0,5.0,15.0,540.0,4.0,2.0,2.0
754,KFC,Marzetti Light Italian Dressing,15.0,0.5,0.0,0.0,510.0,2.0,1.0,0.0
755,KFC,Parmesan Garlic Croutons,60.0,3.0,0.0,0.0,135.0,8.0,0.0,2.0
756,KFC,Apple Turnover,230.0,10.0,2.5,0.0,140.0,32.0,12.0,2.0
757,KFC,Café Valley Chocolate Chip Cake (1 Slice),300.0,15.0,3.0,50.0,260.0,39.0,27.0,4.0
758,KFC,Café Valley Lemon Cake (1 Slice),220.0,10.0,2.0,30.0,170.0,30.0,20.0,2.0
759,KFC,Café Valley Mini Chocolate Chip Cake,300.0,12.0,2.5,40.0,190.0,49.0,35.0,3.0
760,KFC,Café Valley Mini Lemon Cake,300.0,13.0,2.5,50.0,230.0,43.0,31.0,3.0
761,KFC,Chocolate Chip Cookie,120.0,6.0,3.0,20.0,70.0,18.0,12.0,1.0
762,KFC,Oreo Cookies and Crème Pie,270.0,13.0,8.0,20.0,210.0,35.0,24.0,3.0
763,KFC,Reese’s Peanut Butter Pie,300.0,17.0,9.0,20.0,270.0,33.0,22.0,5.0
764,KFC,BBQ – Dipping Sauce Cup,45.0,0.0,0.0,0.0,150.0,11.0,11.0,0.0
765,KFC,Colonel’s Buttery Spread,35.0,4.0,1.5,0.0,35.0,0.0,0.0,0.0
766,KFC,Grape Jelly Packet,35.0,0.0,0.0,0.0,10.0,9.0,7.0,0.0
767,KFC,Honey Mustard – Dipping Sauce Cup,110.0,9.0,1.5,20.0,120.0,6.0,6.0,0.0
768,KFC,Honey Sauce Packet,30.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0
769,KFC,Ketchup,30.0,0.0,0.0,0.0,250.0,8.0,6.0,0.0
770,KFC,KFC Sauce – Dipping Sauce Cup,90.0,8.0,1.5,10.0,170.0,5.0,5.0,0.0
771,KFC,Lemon Juice Packet,5.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0
772,KFC,Ranch – Dipping Sauce Cup,130.0,14.0,2.5,10.0,240.0,2.0,1.0,0.0
773,KFC,Strawberry Jam Packet,35.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0
774,KFC,Capri Sun® 100% Juice Fruit Punch,80.0,0.0,0.0,0.0,25.0,21.0,20.0,0.0
775,KFC,Chocolate Milk 1%,150.0,2.5,1.5,10.0,170.0,26.0,23.0,7.0
776,KFC,Milk 1%,90.0,2.0,1.5,10.0,105.0,10.0,10.0,7.0
777,KFC,Musselman’s™ Applesauce,45.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0
778,KFC,7UP® (12 fl oz),140.0,0.0,0.0,0.0,50.0,35.0,35.0,0.0
779,KFC,7UP® (16 fl oz),190.0,0.0,0.0,0.0,70.0,46.0,46.0,0.0
780,KFC,7UP® (20 fl oz),240.0,0.0,0.0,0.0,85.0,58.0,58.0,0.0
781,KFC,7UP® (30 fl oz),350.0,0.0,0.0,0.0,125.0,87.0,87.0,0.0
782,KFC,Classic Lemonade (1/2 Gallon),880.0,0.0,0.0,0.0,780.0,234.0,228.0,0.0
783,KFC,Classic Lemonade (20 fl oz),140.0,0.0,0.0,0.0,130.0,39.0,38.0,0.0
784,KFC,Code Red Mountain Dew® (12 fl oz),170.0,0.0,0.0,0.0,50.0,46.0,46.0,0.0
785,KFC,Code Red Mountain Dew® (16 fl oz),230.0,0.0,0.0,0.0,65.0,62.0,62.0,0.0
786,KFC,Code Red Mountain Dew® (20 fl oz),290.0,0.0,0.0,0.0,85.0,77.0,77.0,0.0
787,KFC,Code Red Mountain Dew® (30 fl oz),430.0,0.0,0.0,0.0,125.0,116.0,115.0,0.0
788,KFC,Diet Dr Pepper® (12 fl oz),0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
789,KFC,Diet Dr Pepper® (16 fl oz),0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
790,KFC,Diet Dr Pepper® (20 fl oz),0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
791,KFC,Diet Dr Pepper® (30 fl oz),0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
792,KFC,Diet Mist Twst® (12 fl oz),0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
793,KFC,Diet Mist Twst® (16 fl oz),0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
794,KFC,Diet Mist Twst® (20 fl oz),0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
795,KFC,Diet Mist Twst® (30 fl oz),5.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
796,KFC,Diet Mountain Dew® (12 fl oz),0.0,0.0,0.0,0.0,55.0,1.0,0.0,0.0
797,KFC,Diet Mountain Dew® (16 fl oz),5.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0
798,KFC,Diet Mountain Dew® (20 fl oz),10.0,0.0,0.0,0.0,90.0,1.0,1.0,0.0
799,KFC,Diet Mountain Dew® (30 fl oz),10.0,0.0,0.0,0.0,140.0,1.0,1.0,0.0
800,KFC,Diet Pepsi® (12 fl oz),0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
801,KFC,Diet Pepsi® (16 fl oz),0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
802,KFC,Diet Pepsi® (20 fl oz),0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
803,KFC,Diet Pepsi® (30 fl oz),0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0
804,KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
805,KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
806,KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
807,KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
808,KFC,Dr Pepper® (12 fl oz),140.0,0.0,0.0,0.0,45.0,39.0,38.0,0.0
809,KFC,Dr Pepper® (16 fl oz),190.0,0.0,0.0,0.0,60.0,52.0,51.0,0.0
810,KFC,Dr Pepper® (20 fl oz),240.0,0.0,0.0,0.0,75.0,65.0,64.0,0.0
811,KFC,Dr Pepper® (30 fl oz),360.0,0.0,0.0,0.0,110.0,98.0,96.0,0.0
812,KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80.0,0.0,0.0,0.0,40.0,22.0,22.0,0.0
813,KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110.0,0.0,0.0,0.0,55.0,29.0,29.0,0.0
814,KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140.0,0.0,0.0,0.0,70.0,36.0,36.0,0.0
815,KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210.0,0.0,0.0,0.0,105.0,55.0,54.0,0.0
816,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
817,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0
818,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
819,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0
820,KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80.0,0.0,0.0,0.0,45.0,20.0,20.0,0.0
821,KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100.0,0.0,0.0,0.0,55.0,26.0,26.0,0.0
822,KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130.0,0.0,0.0,0.0,70.0,33.0,33.0,0.0
823,KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190.0,0.0,0.0,0.0,110.0,49.0,49.0,0.0
824,KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80.0,0.0,0.0,0.0,45.0,22.0,21.0,0.0
825,KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110.0,0.0,0.0,0.0,65.0,29.0,29.0,0.0
826,KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130.0,0.0,0.0,0.0,80.0,36.0,36.0,0.0
827,KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200.0,0.0,0.0,0.0,120.0,54.0,54.0,0.0
828,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
829,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
830,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
831,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0
832,KFC,Manzanita Sol® (12 fl oz),160.0,0.0,0.0,0.0,35.0,42.0,42.0,0.0
833,KFC,Manzanita Sol® (16 fl oz),210.0,0.0,0.0,0.0,45.0,57.0,57.0,0.0
834,KFC,Manzanita Sol® (20 fl oz),260.0,0.0,0.0,0.0,55.0,71.0,71.0,0.0
835,KFC,Manzanita Sol® (30 fl oz),400.0,0.0,0.0,0.0,80.0,106.0,106.0,0.0
836,KFC,Miranda® Strawberry (12 fl oz),160.0,0.0,0.0,0.0,70.0,44.0,44.0,0.0
837,KFC,Miranda® Strawberry (16 fl oz),220.0,0.0,0.0,0.0,95.0,58.0,58.0,0.0
838,KFC,Miranda® Strawberry (20 fl oz),270.0,0.0,0.0,0.0,120.0,73.0,73.0,0.0
839,KFC,Miranda® Strawberry (30 fl oz),410.0,0.0,0.0,0.0,180.0,109.0,109.0,0.0
840,KFC,Mist Twst® (12 fl oz),150.0,0.0,0.0,0.0,35.0,41.0,41.0,0.0
841,KFC,Mist Twst® (16 fl oz),200.0,0.0,0.0,0.0,45.0,54.0,54.0,0.0
842,KFC,Mist Twst® (20 fl oz),260.0,0.0,0.0,0.0,55.0,68.0,68.0,0.0
843,KFC,Mist Twst® (30 fl oz),380.0,0.0,0.0,0.0,80.0,101.0,101.0,0.0
844,KFC,MNT DEW Sweet Lightning (20 fl oz),120.0,0.0,0.0,0.0,190.0,32.0,25.0,0.0
845,KFC,Mountain Dew® (12 fl oz),160.0,0.0,0.0,0.0,50.0,44.0,44.0,0.0
846,KFC,Mountain Dew® (16 fl oz),220.0,0.0,0.0,0.0,70.0,59.0,58.0,0.0
847,KFC,Mountain Dew® (20 fl oz),270.0,0.0,0.0,0.0,85.0,73.0,73.0,0.0
848,KFC,Mountain Dew® (30 fl oz),410.0,0.0,0.0,0.0,125.0,110.0,109.0,0.0
849,KFC,Mug Root Beer® (12 fl oz),140.0,0.0,0.0,0.0,45.0,39.0,39.0,0.0
850,KFC,Mug Root Beer® (16 fl oz),190.0,0.0,0.0,0.0,60.0,52.0,52.0,0.0
851,KFC,Mug Root Beer® (20 fl oz),240.0,0.0,0.0,0.0,75.0,65.0,65.0,0.0
852,KFC,Mug Root Beer® (30 fl oz),360.0,0.0,0.0,0.0,110.0,98.0,98.0,0.0
853,KFC,Pepsi Zero Sugar® (12 fl oz),0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
854,KFC,Pepsi Zero Sugar® (16 fl oz),0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
855,KFC,Pepsi Zero Sugar® (20 fl oz),0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
856,KFC,Pepsi Zero Sugar® (30 fl oz),0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0
857,KFC,Pepsi® (12 fl oz),150.0,0.0,0.0,0.0,30.0,41.0,41.0,0.0
858,KFC,Pepsi® (16 fl oz),200.0,0.0,0.0,0.0,45.0,55.0,55.0,0.0
859,KFC,Pepsi® (20 fl oz),250.0,0.0,0.0,0.0,55.0,69.0,69.0,0.0
860,KFC,Pepsi® (30 fl oz),380.0,0.0,0.0,0.0,80.0,104.0,103.0,0.0
861,KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
862,KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
863,KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
864,KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5.0,0.0,0.0,0.0,120.0,1.0,0.0,0.0
865,KFC,Strawberry Lemonade (1/2 Gallon),950.0,0.0,0.0,0.0,790.0,270.0,264.0,0.0
866,KFC,Strawberry Lemonade (20 fl oz),170.0,0.0,0.0,0.0,130.0,45.0,44.0,0.0
867,KFC,Tropicana® Fruit Punch (12 fl oz),170.0,0.0,0.0,0.0,35.0,45.0,45.0,0.0
868,KFC,Tropicana® Fruit Punch (16 fl oz),230.0,0.0,0.0,0.0,45.0,60.0,60.0,0.0
869,KFC,Tropicana® Fruit Punch (20 fl oz),280.0,0.0,0.0,0.0,60.0,75.0,75.0,0.0
870,KFC,Tropicana® Fruit Punch (30 fl oz),420.0,0.0,0.0,0.0,90.0,113.0,112.0,0.0
871,KFC,Tropicana® Light Lemonade (12 fl oz),5.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0
872,KFC,Tropicana® Light Lemonade (16 fl oz),10.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0
873,KFC,Tropicana® Light Lemonade (20 fl oz),10.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0
874,KFC,Tropicana® Light Lemonade (30 fl oz),15.0,0.0,0.0,0.0,350.0,1.0,0.0,0.0
875,KFC,Tropicana® Pink Lemonade (12 fl oz),150.0,0.0,0.0,0.0,160.0,40.0,40.0,0.0
876,KFC,Tropicana® Pink Lemonade (16 fl oz),210.0,0.0,0.0,0.0,210.0,53.0,53.0,0.0
877,KFC,Tropicana® Pink Lemonade (20 fl oz),260.0,0.0,0.0,0.0,260.0,67.0,67.0,0.0
878,KFC,Tropicana® Pink Lemonade (30 fl oz),390.0,0.0,0.0,0.0,390.0,100.0,100.0,0.0
879,KFC,Tropicana® Twister® Orange (12 fl oz),170.0,0.0,0.0,0.0,35.0,46.0,46.0,0.0
880,KFC,Tropicana® Twister® Orange (16 fl oz),230.0,0.0,0.0,0.0,50.0,61.0,61.0,0.0
881,KFC,Tropicana® Twister® Orange (20 fl oz),290.0,0.0,0.0,0.0,60.0,76.0,76.0,0.0
882,KFC,Tropicana® Twister® Orange (30 fl oz),430.0,0.0,0.0,0.0,90.0,115.0,114.0,0.0
883,KFC,Wild Cherry Pepsi® (12 fl oz),160.0,0.0,0.0,0.0,30.0,42.0,42.0,0.0
884,KFC,Wild Cherry Pepsi® (16 fl oz),210.0,0.0,0.0,0.0,40.0,56.0,56.0,0.0
885,KFC,Wild Cherry Pepsi® (20 fl oz),260.0,0.0,0.0,0.0,50.0,70.0,70.0,0.0
886,KFC,Wild Cherry Pepsi® (30 fl oz),390.0,0.0,0.0,0.0,80.0,105.0,105.0,0.0
887,KFC,Country Fried Steak without Peppered White Gravy,360.0,24.0,7.0,35.0,750.0,22.0,0.0,13.0
888,KFC,Country Fried Steak with Peppered White Gravy,390.0,26.0,7.0,35.0,910.0,26.0,0.0,13.0
889,KFC,KFC® Gizzards,300.0,16.0,2.0,210.0,770.0,18.0,0.0,20.0
890,KFC,KFC® Livers,230.0,13.0,2.5,285.0,750.0,12.0,0.0,17.0
891,Taco Bell,Bacon Club Chalupa,440.0,27.0,5.0,50.0,840.0,31.0,3.0,20.0
892,Taco Bell,Blue Raspberry Freeze™ (16 oz),120.0,0.0,0.0,0.0,35.0,30.0,30.0,0.0
893,Taco Bell,Blue Raspberry Freeze™ (20 oz),150.0,0.0,0.0,0.0,40.0,38.0,38.0,0.0
894,Taco Bell,Loaded Nacho Taco,250.0,12.0,4.5,25.0,610.0,24.0,2.0,10.0
895,Taco Bell,Midnight Berry Freeze™ (16 oz),140.0,0.0,0.0,0.0,35.0,35.0,34.0,0.0
896,Taco Bell,Midnight Berry Freeze™ (20 oz),170.0,0.0,0.0,0.0,40.0,43.0,42.0,0.0
897,Taco Bell,Nacho Fries,320.0,18.0,1.5,20.0,630.0,35.0,2.0,4.0
898,Taco Bell,Nacho Fries BellGrande®,710.0,40.0,6.0,30.0,1440.0,73.0,4.0,13.0
899,Taco Bell,Black Bean Chalupa – Online Exclusive,330.0,15.0,3.0,10.0,430.0,39.0,3.0,10.0
900,Taco Bell,Black Bean Quesarito – Online Exclusive,630.0,29.0,10.0,35.0,1260.0,73.0,5.0,19.0
901,Taco Bell,Quesarito – Online Exclusive,650.0,33.0,12.0,55.0,1390.0,67.0,5.0,22.0
902,Taco Bell,Chalupa Supreme® – Beef,350.0,18.0,5.0,25.0,560.0,33.0,3.0,13.0
903,Taco Bell,Chalupa Supreme® – Chicken,330.0,15.0,3.5,35.0,560.0,31.0,3.0,16.0
904,Taco Bell,Chalupa Supreme® – Steak,330.0,16.0,4.0,30.0,530.0,32.0,3.0,15.0
905,Taco Bell,Cheesy Gordita Crunch,500.0,28.0,10.0,55.0,850.0,41.0,4.0,20.0
